Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2022,"7,207,778","14,618,428"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2022,"10,637,104","20,262,887"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2022,"10,848,179","19,162,494"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2022,"10,405,563","16,307,268"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2022,"11,882,386","16,872,429"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2022,"3,705,754","7,613,585"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2022,"6,956,079","14,678,149"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2023,"10,566,350","23,061,339"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2023,"10,637,050","21,754,318"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2023,"14,440,913","28,603,612"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2023,"5,749,541","9,688,365"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2023,"4,132,925","7,318,406"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2023,"7,277,676","11,403,184"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2023,"9,035,801","14,381,661"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2023,"13,158,335","19,699,829"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2023,"11,997,867","16,888,440"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2023,"9,401,673","14,589,520"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2023,"7,151,073","16,559,448"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2023,"10,218,956","23,880,182"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2024,"14,161,605","34,122,157"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2024,"8,711,028","19,564,069"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2024,"8,283,964","19,505,320"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2024,"7,843,996","18,509,253"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2024,"5,011,081","10,697,051"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2003,"32,060,417","20,073,079"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2003,"33,946,250","20,011,629"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2003,"41,309,593","20,584,974"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2003,"40,634,214","22,495,598"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2003,"27,250,550","17,776,349"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2003,"29,788,290","21,252,738"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2003,"25,231,444","22,527,463"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2003,"37,386,703","26,231,282"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2003,"26,602,986","22,515,090"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2003,"28,024,112","22,102,386"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2003,"32,274,373","25,646,875"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2003,"40,236,020","27,795,140"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2004,"36,700,855","31,141,045"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2004,"22,105,259","22,502,136"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2004,"37,387,148","25,022,842"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2004,"35,787,510","23,960,229"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2004,"19,099,744","21,877,945"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2004,"22,236,875","23,615,634"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2004,"19,053,095","25,356,528"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2004,"20,151,758","26,276,685"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2004,"13,793,470","22,339,731"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2004,"13,734,125","21,236,713"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2004,"10,689,068","22,741,988"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2004,"14,864,091","26,128,486"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2005,"24,747,986","30,057,070"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2005,"28,432,258","26,005,449"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2005,"18,778,559","22,030,965"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2005,"22,205,095","22,785,469"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2005,"17,353,778","19,973,783"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2005,"19,884,741","25,867,104"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2005,"22,709,821","32,231,052"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2005,"24,652,362","32,541,997"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2005,"14,720,956","23,871,413"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2005,"13,241,900","21,899,242"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2005,"13,797,974","21,172,451"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2005,"25,110,132","30,316,576"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2006,"22,969,090","27,838,941"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2006,"29,784,802","27,646,514"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2006,"36,633,085","31,949,450"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2006,"38,410,872","33,454,916"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2006,"27,253,777","26,575,190"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2006,"34,507,137","34,893,540"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2006,"25,704,389","32,734,838"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2006,"22,820,530","32,954,325"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2006,"18,641,591","30,634,319"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2006,"19,850,648","27,881,233"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2006,"30,529,779","32,827,521"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2006,"27,683,260","33,420,549"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2007,"37,625,918","45,314,165"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2007,"39,836,997","45,580,295"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2007,"45,259,798","42,067,105"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2007,"39,877,671","34,626,976"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2007,"38,671,882","36,877,231"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2007,"41,372,041","42,453,854"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2007,"37,622,707","42,069,040"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2007,"36,608,144","45,868,151"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2007,"21,265,290","32,802,922"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2007,"17,394,073","29,135,002"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2007,"20,960,526","31,942,700"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2007,"30,448,642","39,431,353"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2008,"47,153,179","55,717,836"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2008,"46,477,105","52,815,960"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2008,"40,502,903","37,481,643"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2008,"49,252,805","45,779,303"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2008,"40,819,986","41,998,768"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2008,"35,459,176","40,612,415"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2008,"46,414,211","57,044,087"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2008,"45,227,742","58,983,935"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2008,"39,794,260","56,271,256"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2008,"28,595,783","41,123,233"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2008,"23,109,360","31,014,571"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2008,"36,583,133","56,828,702"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2009,"49,538,070","71,354,014"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2009,"43,853,483","48,031,428"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2009,"45,775,713","48,448,500"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2009,"45,661,934","39,787,539"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2009,"35,549,903","36,945,996"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2009,"41,077,773","48,023,894"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2009,"46,858,282","59,388,216"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2009,"54,225,264","80,363,742"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2009,"45,908,195","64,585,546"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2009,"28,162,740","38,176,761"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2009,"25,075,677","33,323,337"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2009,"39,327,554","51,932,966"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2010,"40,937,762","51,616,029"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2010,"43,888,698","51,854,850"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2010,"46,449,910","50,317,128"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2010,"45,329,274","43,051,246"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2010,"34,686,217","46,540,554"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2010,"39,221,978","56,089,616"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2010,"44,506,747","58,006,874"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2010,"46,563,155","67,824,971"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2010,"33,658,007","55,447,372"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2010,"28,447,820","47,207,905"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2010,"26,339,701","41,593,326"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2010,"37,622,927","68,395,788"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2011,"47,856,422","73,236,853"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2011,"52,185,370","70,216,195"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2011,"57,455,202","63,919,699"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2011,"51,986,588","53,742,828"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2011,"45,650,817","58,039,354"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2011,"39,616,059","56,426,360"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2011,"36,876,956","60,265,217"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2011,"55,257,668","90,954,444"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2011,"48,534,730","83,670,681"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2011,"37,627,136","62,668,662"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2011,"28,364,827","48,596,424"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2011,"37,511,942","62,576,149"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2012,"47,162,637","74,540,677"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2012,"48,926,299","62,232,781"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2012,"48,763,402","54,733,021"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2012,"52,170,867","57,699,858"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2012,"45,552,723","56,783,967"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2012,"43,287,302","65,049,252"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2012,"52,261,408","86,344,217"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2012,"48,138,306","68,428,028"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2012,"37,480,758","57,810,399"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2012,"28,981,201","49,489,948"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2012,"28,961,469","52,450,373"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2012,"43,702,035","60,976,856"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2013,"58,297,940","84,957,087"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2013,"54,269,078","73,461,178"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2013,"55,427,979","63,455,910"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2013,"50,259,001","56,619,540"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2013,"56,553,299","78,033,173"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2013,"37,863,634","71,132,212"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2013,"51,540,597","80,665,633"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2013,"57,234,788","79,590,946"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2013,"38,849,438","71,689,065"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2013,"37,187,987","56,864,705"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2013,"40,344,841","56,538,367"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2013,"48,273,694","78,953,918"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2014,"53,307,614","90,319,261"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2014,"60,421,367","84,929,572"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2014,"63,113,223","82,205,471"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2014,"69,852,864","82,384,593"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2014,"49,225,104","75,243,705"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2014,"48,128,621","94,903,180"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2014,"61,717,088","108,213,406"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2014,"58,384,960","103,278,818"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2014,"45,290,799","83,113,010"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2014,"36,352,910","75,830,356"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2014,"28,085,365","61,856,954"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2014,"39,109,698","80,929,842"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2015,"45,248,690","88,819,245"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2015,"37,445,034","59,758,199"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2015,"50,879,309","77,918,376"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2015,"51,826,343","75,558,696"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",5/1/2015,"45,592,787","92,841,042"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",6/1/2015,"46,353,014","97,321,637"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",7/1/2015,"66,110,978","110,564,394"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",8/1/2015,"66,447,463","118,889,007"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",9/1/2015,"46,223,374","87,047,376"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",10/1/2015,"26,781,075","65,665,610"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",11/1/2015,"25,742,588","69,093,193"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",12/1/2015,"50,041,116","96,096,329"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",1/1/2016,"48,989,655","94,697,414"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",2/1/2016,"59,842,691","100,097,295"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",3/1/2016,"65,405,119","82,098,601"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Los Angeles-Long Beach, CA (Port)",4/1/2016,"55,862,215","71,763,590"
